Gene,FM_mean,HC_mean,FC,d_cohen,p_MW,p_Welch,p_female_only,p_male_only,p_sex_adjusted,Robust_5of5
VOPP1,14.6263,17.7569,0.824,-0.138,0.0113826,0.34448758,0.03618053,0.50091734,0.82292611,2
CREBL2,1.061,1.1063,0.959,-0.037,0.13298267,0.79967931,0.14643622,0.30310355,0.82298865,0
NDUFB8,13.5628,26.4573,0.513,-0.291,0.00064073,0.04799328,0.03488867,1.0,0.82345009,3
INTS10,9.6005,10.8689,0.883,-0.148,0.11566619,0.30886621,0.24783119,0.63152163,0.82419621,0
EMP3,173.4653,317.2962,0.547,-0.351,3.14e-06,0.01729994,0.00408049,0.75300697,0.82427258,3
KLHDC2,3.8067,4.182,0.91,-0.088,0.84084635,0.54777982,0.48806886,0.81049955,0.82439502,0
MAGED1,21.8363,22.2595,0.981,-0.022,0.22064932,0.87981259,0.15526355,0.44942115,0.82451891,0
NFYA,2.8138,3.4678,0.811,-0.16,0.24891333,0.27378695,0.3935469,0.816179,0.82456348,0
KLC3,0.6912,0.7047,0.981,-0.013,0.97664584,0.9314139,0.88269049,0.07475787,0.82481957,0
ENTPD4,6.184,6.9689,0.887,-0.122,0.25441458,0.40346727,0.23987326,0.12701804,0.82487891,0
YIPF3,18.1187,25.4807,0.711,-0.348,0.00014978,0.01765697,0.01356316,0.5928362,0.82488327,3
CD302,1.5624,2.1784,0.717,-0.189,0.15436098,0.19558737,0.34507292,0.90209945,0.82496532,0
SH3BGRL2,0.819,1.0,0.819,-0.069,0.15480818,0.63620474,0.59437467,0.17909993,0.82504347,0
FAM20B,3.0936,2.8911,1.07,0.068,0.78718942,0.63821375,0.82103882,0.83750782,0.82569327,0
HNRNPD,6.0143,7.6035,0.791,-0.253,0.10904698,0.08422475,0.56504423,0.98909653,0.82586501,0
PI4K2A,2.121,2.5266,0.839,-0.151,0.00965592,0.30027453,0.07667188,0.61161264,0.82594816,1
TSNAX,3.4954,4.0086,0.872,-0.158,0.09941418,0.28055703,0.44299543,0.18622027,0.82628132,0
TATDN2,10.2261,12.6301,0.81,-0.188,0.02968043,0.19899267,0.06661498,0.10635126,0.82637208,1
ATAD2B,12.8195,13.2415,0.968,-0.035,0.04310194,0.81168497,0.14414618,0.65123214,0.82641303,1
RGS10,34.807,44.3282,0.785,-0.19,0.00140803,0.19208553,0.03982572,0.816179,0.82668412,2
SERGEF,5.5742,6.6398,0.84,-0.161,0.37793969,0.27115379,0.13882145,0.26208651,0.8267338,0
RPS3A,53.7471,88.5397,0.607,-0.303,0.03889685,0.03988001,0.18918426,0.50091734,0.82699442,2
PLA2G7,3.0995,4.1157,0.753,-0.224,0.65595562,0.12821158,0.45181594,0.1588897,0.82711932,0
DRG2,7.3975,9.267,0.798,-0.211,0.13954776,0.14913078,0.14013821,0.32701011,0.82775379,0
DYNC1H1,40.1792,49.5007,0.812,-0.252,0.00016489,0.08405066,0.0026589,0.31330231,0.82787953,2
ATF2,21.9407,26.733,0.821,-0.202,0.00333541,0.16576707,0.24783119,0.6120509,0.8279069,1
BCOR,18.4956,22.8418,0.81,-0.214,0.00152932,0.14320616,0.02724447,0.85894553,0.82799555,2
ARHGDIB,132.5809,187.5021,0.707,-0.291,0.00029022,0.0470716,0.02656626,0.77391449,0.82800312,3
GOSR1,3.8735,4.9177,0.788,-0.138,0.47843803,0.34486284,0.36036351,0.94552275,0.82804317,0
SRF,13.7626,17.0763,0.806,-0.193,8.34e-06,0.18442766,0.0009345,0.385418,0.82814693,2
DGKA,30.7678,28.8513,1.066,0.075,0.52412215,0.6071613,0.12862793,0.75300697,0.8283255,0
OSBPL9,8.2921,9.9604,0.833,-0.196,0.01946164,0.17920905,0.29038313,0.816179,0.82835468,1
KIAA0100,55.9409,64.4663,0.868,-0.144,1.754e-05,0.32155289,0.00030678,0.73226424,0.8286245,2
UBE2M,3.6468,5.7924,0.63,-0.342,6.33e-06,0.01973658,0.00249013,0.62154062,0.82873048,3
TMEM216,1.3326,1.8879,0.706,-0.168,0.76137835,0.25136785,0.6729759,0.67847074,0.82882252,0
TMEM138,4.7712,6.2796,0.76,-0.183,0.22316524,0.21132505,0.52744508,0.85894553,0.82901699,0
AMZ2,10.1287,11.8808,0.853,-0.155,0.2267224,0.28963704,0.92555864,0.98909653,0.82916474,0
CD38,3.2484,3.4525,0.941,-0.045,0.98938938,0.75891718,0.59364232,0.27744813,0.82950128,0
PRPF4,3.5302,3.8283,0.922,-0.084,0.12917251,0.56231216,0.17159723,0.85894553,0.82962142,0
CMTM2,0.8607,4.9822,0.173,-0.233,0.6037345,0.11564546,0.61804959,0.53656167,0.82963314,0
THBS1,21.2448,23.2948,0.912,-0.061,0.01227526,0.67371199,0.08433418,0.50091734,0.83004728,1
CEP78,3.1437,3.2264,0.974,-0.024,0.40288295,0.86798614,0.0935625,0.00828162,0.83012703,1
CYP4F3,14.0333,26.1052,0.538,-0.276,0.05532287,0.06195353,0.30174732,0.63152163,0.83017769,0
POLDIP2,11.0829,15.2885,0.725,-0.268,5.434e-05,0.06668959,0.00055614,0.34107567,0.83046174,2
DENND2D,38.0278,38.5442,0.987,-0.015,0.08946353,0.91913278,0.13751424,0.90209945,0.83050966,0
DIS3,7.0539,7.3077,0.965,-0.055,0.33363901,0.70466002,0.66162888,0.20613999,0.83099066,0
TMEM179B,12.4032,17.3672,0.714,-0.222,0.11022897,0.13101418,0.40593271,0.34107567,0.83133225,0
SLC22A4,3.2297,3.9406,0.82,-0.155,0.58833184,0.29042481,0.3552226,0.78870606,0.83147549,0
PPHLN1,6.1043,8.2213,0.742,-0.206,0.41040287,0.16212857,0.25391965,0.17677365,0.8314784,0
DDX27,11.734,13.2271,0.887,-0.122,0.01155638,0.40013839,0.05032394,0.85894553,0.83156713,1
ABHD12,4.8393,6.1014,0.793,-0.214,0.00163022,0.14303655,0.03796594,0.385418,0.83182616,2
CD151,6.2184,9.249,0.672,-0.25,0.0005264,0.08708647,0.00156685,0.90209945,0.83190089,2
RBM23,38.6395,56.8832,0.679,-0.261,0.00268653,0.07487644,0.02590269,0.90209945,0.83205318,2
SLC10A3,12.4227,16.5225,0.752,-0.246,7.696e-05,0.09203539,0.00029535,0.96729961,0.83214959,2
FAR1,5.3553,7.4685,0.717,-0.269,0.38082382,0.06717361,0.3552226,0.77391449,0.83233834,0
NINJ2,4.0161,6.9434,0.578,-0.394,0.00209764,0.00745249,0.34631492,0.90209945,0.83255511,2
SGK1,11.7428,19.7152,0.596,-0.356,8.34e-06,0.01522953,0.00644294,0.46626286,0.83271203,3
CYB5R3,31.7419,43.5258,0.729,-0.262,0.00022866,0.07306061,0.01180886,0.69133573,0.83285577,2
DDX60L,8.7799,10.5291,0.834,-0.166,0.34303174,0.25661811,0.96077913,0.77391449,0.83334157,0
POLR3A,4.5494,4.4169,1.03,0.047,0.9395765,0.74540502,0.70494459,0.55520734,0.83350741,0
LRRC8B,1.6878,1.8629,0.906,-0.106,0.29222571,0.46534294,0.54690434,0.96729961,0.83385895,0
SERPINB1,31.0201,48.4676,0.64,-0.257,4.8e-07,0.07780324,0.00064298,0.5928362,0.83387713,2
GK,6.7778,8.8963,0.762,-0.177,0.24242329,0.23071856,0.82486526,0.6120509,0.83402002,0
COX6B1,144.969,247.3118,0.586,-0.281,0.00090662,0.05609392,0.07188632,0.57388325,0.83453363,1
ALDH3B1,12.3519,16.6005,0.744,-0.17,7e-08,0.24088627,0.00049833,0.55520734,0.83525247,2
SNORA24,17.4876,18.4268,0.949,-0.033,0.12195231,0.82293139,0.81721617,0.02546007,0.83550087,1
RAE1,2.7151,3.3013,0.822,-0.162,0.84500885,0.2670854,0.50362593,0.92378602,0.83559906,0
ITPR3,34.259,30.706,1.116,0.124,0.53282101,0.3927079,0.10151415,0.27434987,0.83565045,0
DCAKD,6.6703,8.0489,0.829,-0.152,0.06667175,0.29901638,0.43139067,0.816179,0.83595212,0
PSMB4,40.3105,67.6226,0.596,-0.322,4.906e-05,0.02893437,0.00468964,0.73226424,0.83634041,3
BTBD6,7.6922,9.6897,0.794,-0.214,0.00627856,0.14214851,0.01975669,0.63152163,0.83634206,2
SNORA71D,702.4871,724.8211,0.969,-0.03,0.07987206,0.83764478,0.05638807,0.16766616,0.8367472,0
NRF1,7.0737,7.523,0.94,-0.055,0.50185076,0.70582478,0.97646141,0.85894553,0.83675141,0
FLT3LG,39.835,50.7984,0.784,-0.131,0.2725817,0.37080783,0.20453459,0.83750782,0.83684459,0
NDUFC2,7.1933,10.3605,0.694,-0.276,0.00702554,0.05968459,0.25391965,0.71170446,0.83714923,1
SGTB,2.6227,2.7953,0.938,-0.048,0.12917251,0.73894548,0.28591915,0.35550187,0.83722563,0
PGAP2,5.0024,5.4605,0.916,-0.098,0.85542915,0.4997939,0.87883029,0.69133573,0.83821031,0
PHTF2,5.1098,5.9147,0.864,-0.15,0.40738494,0.30615288,0.50362815,0.29995754,0.83841344,0
RORA,4.8594,5.1441,0.945,-0.047,0.85960916,0.74581939,0.79058597,0.69133573,0.83847581,0
ZFYVE16,2.752,3.3239,0.828,-0.158,0.18312573,0.28201179,0.17626759,0.1960065,0.83851057,0
ORMDL1,3.0567,4.3083,0.709,-0.196,0.86797374,0.18226749,0.88659815,0.73226424,0.83859716,0
PHF3,6.6589,7.7267,0.862,-0.205,0.26452718,0.16126163,0.49116165,0.63152163,0.83860864,0
ZNF33A,6.764,7.7425,0.874,-0.162,0.9840849,0.26791238,0.83253123,0.34107567,0.83921465,0
FBRSL1,34.6266,37.103,0.933,-0.073,0.00180123,0.6157342,0.00360029,0.13451295,0.83933666,2
MMD,5.4004,5.9822,0.903,-0.058,0.0018674,0.69035283,0.07749417,0.16766616,0.83938843,1
TXNDC11,23.8324,31.0881,0.767,-0.258,2.024e-05,0.07744204,0.00365737,0.53681325,0.83965829,2
AKAP13,51.2807,69.7311,0.735,-0.348,0.00021251,0.01774175,0.00769121,0.20613999,0.83986566,3
ATP6V1F,68.7228,123.9091,0.555,-0.304,1.775e-05,0.03866166,0.04587508,0.5928362,0.83990838,3
TSPAN13,0.8259,1.1205,0.737,-0.151,0.37642113,0.3051282,0.10163737,0.24524658,0.84046584,0
COMMD1,5.9633,9.0627,0.658,-0.219,0.71656558,0.13706359,0.96469847,0.96729961,0.84048259,0
RPL8,1421.2302,1954.722,0.727,-0.259,0.00034536,0.07678528,0.03282368,0.88048261,0.84054136,2
SOAT1,5.4631,6.0943,0.896,-0.126,0.70665591,0.39006412,0.13112008,0.57388325,0.84069745,0
LY9,14.14,14.8552,0.952,-0.04,0.20218959,0.7835684,0.09260467,0.69133573,0.84086542,0
BCL2L11,1.5048,1.6791,0.896,-0.1,0.62362502,0.49238929,0.89437142,0.94552275,0.84089508,0
RPRD1B,3.9544,5.0924,0.777,-0.152,0.38517317,0.29868798,0.35778693,0.92134978,0.84091467,0
TOB1,8.9774,11.364,0.79,-0.271,0.03008225,0.06432875,0.43139067,0.816179,0.84113839,1
RHOC,15.0662,24.2551,0.621,-0.261,8.888e-05,0.07536205,0.00889256,0.83750782,0.84123782,2
SCARNA7,300.0143,501.1166,0.599,-0.191,0.74054194,0.19376079,0.08171403,0.07756718,0.84134011,0
BCKDK,24.1022,37.3558,0.645,-0.324,2e-08,0.02678769,0.00026342,0.46626286,0.84151921,3
GALK1,8.6234,14.7101,0.586,-0.432,1.66e-06,0.00342742,0.00096788,0.57388325,0.8415913,3
STXBP5,5.7206,7.5262,0.76,-0.193,0.51378047,0.18922529,0.11671536,0.69133573,0.84162253,0
NUB1,7.497,9.1589,0.819,-0.198,0.12917234,0.17576434,0.31576951,0.5928362,0.84193104,0
TTPAL,4.6024,4.0147,1.146,0.058,0.12259552,0.69039592,0.12019445,0.28697196,0.84199828,0
EIF4EBP3,2.2496,4.5494,0.494,-0.286,0.61796608,0.05329294,0.08343079,0.87669489,0.84208745,0
UHRF2,10.2222,10.149,1.007,0.007,0.15436465,0.96444353,0.33266249,0.55520734,0.84217365,0
CNOT8,2.9745,3.8696,0.769,-0.179,0.41951119,0.22325689,0.88465128,0.24169708,0.84228016,0
P4HTM,1.0562,1.1835,0.892,-0.067,0.18753923,0.64713463,0.32053802,0.57388325,0.84238109,0
TNFSF8,2.3976,3.1881,0.752,-0.264,0.00266316,0.07153241,0.05832177,0.96729961,0.84246542,1
CD27,9.6787,12.5481,0.771,-0.098,0.38448232,0.5018802,0.16513959,0.80983636,0.84249312,0
MRPS21,3.7431,5.8748,0.637,-0.269,0.00031184,0.06695165,0.02250345,0.69133573,0.84249731,2
SKAP1,11.519,13.3247,0.864,-0.143,0.23083679,0.32733075,0.10254487,0.96729961,0.8425183,0
RPL9,219.486,345.3781,0.635,-0.306,0.08360328,0.03818188,0.68677002,0.88048261,0.84256616,1
RNF2,2.2715,2.6351,0.862,-0.119,0.79434534,0.41413233,0.26422214,0.75300697,0.84261841,0
CD5,18.9761,22.9853,0.826,-0.156,0.01313111,0.28622084,0.04805626,0.92378602,0.84280757,2
ZNF438,4.1272,5.5583,0.743,-0.287,0.00062223,0.05015555,0.12255859,0.46626286,0.84299419,1
YIPF6,1.4448,1.4488,0.997,-0.002,0.64923158,0.99165078,0.61249708,0.33722867,0.84299636,0
TLR4,9.2103,16.4753,0.559,-0.402,3.67e-06,0.00630832,0.00107473,0.77391449,0.84326776,3
DRG1,4.8416,6.6518,0.728,-0.282,0.03597566,0.05484335,0.19420315,0.14628079,0.84332776,1
EIF3I,38.3237,54.8047,0.699,-0.317,3.64e-05,0.03060576,0.00498591,0.98909653,0.84375424,3
POLR2D,2.875,2.8546,1.007,0.006,0.05669005,0.96429444,0.09165474,0.92378602,0.84375808,0
TDRD7,3.1915,4.0285,0.792,-0.263,0.06786515,0.0727039,0.48807113,0.90209945,0.84394158,0
MPDU1,9.3674,10.8066,0.867,-0.131,0.02352767,0.36957857,0.0680878,0.26208651,0.84395449,1
NCEH1,1.7462,2.3513,0.743,-0.224,0.57737895,0.12662553,0.82486099,0.41673557,0.8439611,0
SRPK1,4.0011,4.6091,0.868,-0.15,0.41647841,0.30803837,0.12255859,0.75300697,0.84433683,0
CD37,616.8774,865.5879,0.713,-0.318,1.01e-06,0.02950446,0.0007162,0.83750782,0.84436168,3
URM1,2.8214,3.4602,0.815,-0.156,0.01038748,0.28321191,0.09260297,0.816179,0.84469175,1
ZFAND5,3.1963,4.9856,0.641,-0.32,0.09832683,0.03028622,0.85176366,0.77391449,0.84491625,1
YY1AP1,40.3101,65.0738,0.619,-0.259,0.00150156,0.07769882,0.25597208,0.85894553,0.84498545,1
FNBP1,20.1465,21.6686,0.93,-0.079,0.02908708,0.5857017,0.26429692,0.71170446,0.84510575,1
ALMS1,16.6051,17.3745,0.956,-0.055,0.32703249,0.70447697,0.8095847,0.71170446,0.84519176,0
LENG8,2.3636,1.9681,1.201,0.081,0.86553338,0.57675798,0.54000013,0.78748208,0.84552247,0
ALG5,5.2008,7.5383,0.69,-0.254,0.08946353,0.08341782,0.84405954,0.06339176,0.84590668,0
LAMA5,8.7679,9.2097,0.952,-0.065,0.75464713,0.65726648,0.65451369,0.34107567,0.84612098,0
SEC24B,24.0888,30.9953,0.777,-0.291,0.00883175,0.04730409,0.26011145,0.85894553,0.84613439,2
SENP7,6.9421,8.1367,0.853,-0.151,0.45403046,0.30345677,0.27066179,1.0,0.84664512,0
RELL1,8.5697,18.2528,0.469,-0.259,0.00227296,0.07973257,0.12986936,0.94552275,0.84685095,1
CCDC91,21.6833,25.2043,0.86,-0.118,0.11262005,0.42034442,0.2080655,0.6120509,0.84695662,0
DYRK1A,42.6033,62.4052,0.683,-0.225,0.01673756,0.12575159,0.18426108,0.21662026,0.8470254,1
EFR3A,7.5154,9.314,0.807,-0.226,0.04709057,0.12240701,0.10463127,0.27434987,0.84722371,1
ZBTB2,10.8546,14.3149,0.758,-0.262,1.464e-05,0.07236625,0.00087094,0.43290855,0.84752279,2
PMS2P1,3.0921,3.3459,0.924,-0.057,0.87635307,0.69506135,0.7232888,0.25018521,0.84784585,0
MSL3,16.6999,19.8841,0.84,-0.21,0.02369147,0.15042622,0.065889,0.75300697,0.8479152,1
ZNF76,8.591,8.9264,0.962,-0.042,0.18225234,0.77143284,0.15383929,0.92378602,0.84807327,0
OGDH,41.2664,57.5549,0.717,-0.341,1.907e-05,0.01979435,0.00634763,0.73226424,0.84810517,3
PSMB6,14.8425,25.9359,0.572,-0.35,0.00290551,0.0178697,0.42565472,0.53681325,0.84831528,2
NUP153,19.0543,24.3113,0.784,-0.263,0.07281564,0.07229317,0.64389968,0.7949782,0.84863959,0
UBE3B,9.3034,10.8513,0.857,-0.199,0.01200116,0.17266351,0.05638807,0.46626286,0.84871848,1
PFKP,24.0177,25.8688,0.928,-0.084,0.05464965,0.56136813,0.19084668,0.50091734,0.84888282,0
CEACAM1,7.1863,8.5511,0.84,-0.099,0.33497058,0.49903055,0.90605013,0.15044329,0.84890899,0
CCDC28A,1.2654,1.3081,0.967,-0.018,0.0979881,0.90080403,0.2024251,0.39324493,0.84898202,0
PI4KB,19.7108,24.3245,0.81,-0.23,0.00016141,0.11534062,0.0051403,1.0,0.84919422,2
ITGB1,13.407,18.0829,0.741,-0.248,0.00520539,0.09004338,0.07034658,0.63152163,0.84921297,1
RPS14,752.2059,1019.0357,0.738,-0.202,0.00078536,0.16781244,0.02793756,0.94552275,0.84947497,2
YPEL1,7.0959,7.4086,0.958,-0.025,0.34302745,0.86211692,0.3253464,0.55520734,0.84969506,0
UBE3A,7.2413,11.5116,0.629,-0.227,0.75869249,0.12362604,0.85176385,0.75300697,0.84980022,0
GP1BA,10.169,12.4464,0.817,-0.103,0.00013023,0.47823502,0.00673662,0.18622027,0.84984251,2
MAP1LC3B,5.1627,8.0648,0.64,-0.285,0.17878967,0.05244249,0.41151113,0.7949782,0.85058187,0
COX18,2.9588,2.9651,0.998,-0.002,0.38809307,0.99174688,0.08522253,0.63152163,0.85070252,0
ETNK1,11.9627,14.9012,0.803,-0.205,0.1453375,0.16093884,0.69765383,0.98909653,0.85077391,0
SEPSECS,1.803,1.8663,0.966,-0.033,0.8077227,0.8185508,0.97646138,0.6120509,0.8508453,0
TIPRL,2.1768,3.0342,0.717,-0.279,0.13290319,0.05760926,0.42565231,1.0,0.85121299,0
SCARNA9,1.6047,3.5826,0.448,-0.187,0.31917028,0.20366733,0.62631681,0.66193088,0.85138336,0
CPT2,3.0975,3.9789,0.778,-0.259,0.02088975,0.07695192,0.39765026,0.98909653,0.85145077,1
SOD1,10.4597,16.1868,0.646,-0.208,0.19567976,0.15625371,0.51784961,0.5928362,0.85152817,0
PHKB,12.851,17.9455,0.716,-0.213,0.08796832,0.14754113,0.82486548,0.816179,0.85208595,0
IWS1,15.6524,16.0422,0.976,-0.029,0.59016682,0.83954367,0.31814823,0.05510871,0.85212367,0
MCM6,4.2882,4.2698,1.004,0.005,0.51035699,0.97490238,0.85176385,0.7949782,0.85217995,0
ZC3H12A,16.0081,15.6382,1.024,0.02,0.03008225,0.88903094,0.03086403,0.6120509,0.85251719,2
CLPB,7.3088,8.6486,0.845,-0.108,0.00018143,0.45496665,0.04861498,0.73226424,0.85258433,2
ERCC6,5.4214,6.2654,0.865,-0.19,0.18312573,0.19315789,0.36295233,0.48343223,0.85263437,0
GZMA,18.3615,28.4408,0.646,-0.209,0.14169757,0.15619278,0.18426051,0.94552275,0.85269107,0
TFRC,3.5456,3.5,1.013,0.015,0.37363881,0.91917275,0.7343735,0.98909653,0.85275227,0
RHOQ,4.0624,4.793,0.848,-0.138,0.2206485,0.34436739,0.17626534,0.77391449,0.85280296,0
SPOP,11.2566,13.3611,0.842,-0.155,0.00330693,0.2866869,0.12739574,0.90209945,0.85307675,1
E2F4,25.0412,29.5866,0.846,-0.182,0.00077784,0.212023,0.01180886,0.77391449,0.85319602,2
NKIRAS2,5.3463,6.0499,0.884,-0.11,0.00108513,0.44847384,0.00889256,0.75300697,0.85331341,2
ARAF,46.813,56.3976,0.83,-0.159,0.00015139,0.27549966,0.00249195,0.94552275,0.85353402,2
NFKB1,10.4138,13.8871,0.75,-0.303,0.00369501,0.03901415,0.08977836,0.96729961,0.85354579,2
DTNBP1,5.9052,5.9996,0.984,-0.017,0.85126024,0.90885329,0.49426209,0.35550187,0.85376712,0
ST3GAL2,8.7047,9.8728,0.882,-0.1,0.01274442,0.49033452,0.02656626,0.1960065,0.85380246,2
SLC23A2,3.268,3.7045,0.882,-0.131,0.25552452,0.3681647,0.76795134,0.6120509,0.85396621,0
NPC1,13.0125,14.4954,0.898,-0.129,0.04650242,0.37506562,0.12739574,0.90209945,0.85401472,1
GALNT2,6.2257,7.0022,0.889,-0.136,0.04393172,0.35083239,0.2116404,0.5928362,0.85407924,1
GPX4,413.8287,593.6562,0.697,-0.251,0.00013894,0.08627802,0.00693903,0.816179,0.85414919,2
ITGA6,8.7404,7.4412,1.175,0.103,0.03644982,0.47869869,0.18426108,0.370282,0.85447552,1
USF2,79.1455,106.0604,0.746,-0.286,1.754e-05,0.05036192,0.00132189,0.85894553,0.85461119,2
CNNM3,25.1512,25.7668,0.976,-0.02,0.02663124,0.88944652,0.00241213,0.1960065,0.85486103,2
DDX21,4.1394,4.8735,0.849,-0.153,0.15824912,0.29324825,0.4031599,0.88048261,0.85488544,0
SCYL2,7.2298,7.8582,0.92,-0.127,0.14460388,0.38315218,0.60561223,0.90209945,0.85497187,0
KIAA0753,1.8618,1.9274,0.966,-0.042,0.91632888,0.77350111,0.52905363,0.53681325,0.8552205,0
TXNL4A,3.8935,5.4907,0.709,-0.187,0.57736203,0.20161693,0.59191964,0.76707671,0.85549646,0
HDLBP,30.6839,43.1477,0.711,-0.318,1.23e-06,0.02993395,0.00141529,0.7949782,0.8557111,3
NUP214,39.9639,52.9735,0.754,-0.272,1.041e-05,0.06213511,0.0023731,0.83750782,0.8558165,2
SLC9A1,18.5874,24.4067,0.762,-0.245,7.611e-05,0.09292045,0.03322814,0.44942115,0.85645173,2
TCL1A,5.2328,7.3246,0.714,-0.195,0.65783771,0.18483106,0.91384113,0.85446934,0.8568961,0
WDFY1,8.7227,9.9312,0.878,-0.109,0.11628312,0.45310888,0.27713094,0.85894553,0.85689944,0
TBL2,7.0203,7.4281,0.945,-0.07,0.102734,0.63038515,0.16853551,0.85894553,0.85719821,0
ZNF346,3.2422,4.5088,0.719,-0.209,0.13774649,0.15468106,0.668752,0.29009575,0.8577225,0
CANT1,21.7588,29.1736,0.746,-0.254,5.66e-06,0.08147907,0.00017882,0.75300697,0.85774034,2
SF3B1,27.7221,31.6916,0.875,-0.145,0.06319488,0.32116545,0.14414618,0.90209945,0.85808806,0
TNS1,6.6503,7.587,0.877,-0.07,0.40288295,0.63153483,0.83253123,0.41673557,0.85821723,0
IFITM1,833.7513,1397.506,0.597,-0.268,0.00529165,0.06859897,0.24783119,0.94552275,0.85852269,1
EHMT1,25.5587,31.2198,0.819,-0.247,0.00675006,0.09072479,0.15959639,0.73226424,0.85958124,1
MYOF,7.9045,9.3192,0.848,-0.198,0.06357364,0.1752858,0.50362815,0.73226424,0.85966029,0
GALNT10,6.518,7.371,0.884,-0.14,0.0533237,0.33744789,0.18426108,0.90209945,0.85966862,0
SRP19,4.0436,4.3024,0.94,-0.068,0.06548899,0.6416048,0.21706467,0.48343223,0.85968398,0
WDR33,7.4712,7.62,0.98,-0.021,0.23083679,0.88708758,0.55182462,0.69133573,0.85972741,0
DNASE2,4.9449,8.1616,0.606,-0.364,0.01283934,0.01377926,0.69764633,0.6120509,0.85980056,2
CDK14,5.8497,7.2637,0.805,-0.089,0.29040176,0.53984744,0.48192168,0.07259907,0.85988498,0
ARHGAP18,3.7741,4.2007,0.898,-0.116,0.04228543,0.42337921,0.61595313,0.90209945,0.85994222,1
NUP188,15.5029,16.5955,0.934,-0.097,0.01478357,0.5048204,0.05268061,0.77391449,0.86019809,1
PHB2,87.6479,114.4588,0.766,-0.27,0.00076299,0.06485886,0.01180886,0.98909653,0.8602287,2
THAP11,19.5052,20.6232,0.946,-0.048,0.07850822,0.74367556,0.3302142,0.77391449,0.86028069,0
SLC25A3,37.2302,50.9731,0.73,-0.3,6.293e-05,0.04024272,0.03404987,0.69133573,0.8606261,3
DYNLRB1,11.4607,19.5527,0.586,-0.253,0.39838575,0.08567613,0.74550706,0.96624314,0.86068332,0
USP3,33.0599,47.517,0.696,-0.325,0.00106491,0.02688321,0.02430613,0.83750782,0.86079311,3
STX17,1.9627,2.0013,0.981,-0.014,0.14864432,0.92303496,0.09355394,0.45458998,0.86098524,0
MTHFR,13.8551,16.211,0.855,-0.134,0.00028725,0.35788666,0.00100235,0.94552275,0.86099823,2
LIN52,0.5614,0.5325,1.054,0.035,0.54777717,0.81191386,0.55255017,0.8764643,0.86114838,0
SWAP70,1.858,2.193,0.847,-0.163,0.47186025,0.26448988,0.7754755,0.75300697,0.86116566,0
ST3GAL3,3.1344,3.9247,0.799,-0.166,0.52412215,0.25738366,0.69401885,0.26208651,0.86135655,0
FAM120A,53.546,74.2565,0.721,-0.294,2.752e-05,0.04437351,0.00537999,0.88048261,0.86141754,3
RNFT1,7.4822,8.5181,0.878,-0.101,0.00290546,0.48827188,0.14686449,0.17677365,0.86159809,1
ARL15,10.6156,12.5527,0.846,-0.141,0.01918648,0.3319833,0.10568704,0.85894553,0.8619064,1
ARFGEF1,13.5541,16.8345,0.805,-0.238,0.32051152,0.10427465,0.7792454,0.55520734,0.86192186,0
OSTF1,7.677,12.1177,0.634,-0.269,0.11022833,0.06753514,0.23790979,0.816179,0.86196702,0
POLR2J,6.3291,11.3956,0.555,-0.328,0.00026173,0.0260629,0.1883513,0.51871531,0.86198092,2
PTK2B,51.2975,60.8379,0.843,-0.231,0.00754695,0.11363431,0.05208296,0.85894553,0.86223998,1
RSAD2,2.5048,3.2222,0.777,-0.154,0.4572325,0.29222145,0.14617758,0.30315057,0.86246074,0
SLC25A22,14.084,13.8337,1.018,0.011,0.00664261,0.94043278,0.00736033,0.90209945,0.86274893,2
GMEB1,2.4164,3.1054,0.778,-0.248,0.00010253,0.08946259,0.00851566,0.53681325,0.86277646,2
MT1X,6.4115,9.2921,0.69,-0.175,0.09941433,0.23171362,0.57842451,0.29995754,0.8628701,0
SCARNA12,68.2329,100.0222,0.682,-0.123,0.95016185,0.40102375,0.59876179,0.85894553,0.8630704,0
LPCAT2,3.7793,6.8034,0.555,-0.406,0.01637708,0.00625945,0.64742976,0.85894553,0.86311957,2
ACTG1,1071.7063,1391.5598,0.77,-0.243,3.81e-06,0.09540867,0.001172,0.51871531,0.86350512,2
RPL13,1709.7908,2637.7956,0.648,-0.233,0.00333541,0.1117624,0.11671536,0.92378602,0.86352531,1
TOPBP1,5.7957,6.5294,0.888,-0.187,0.08896287,0.19954456,0.40316051,0.75300697,0.86360138,0
YWHAZ,9.1384,11.0735,0.825,-0.16,0.4381566,0.27402092,0.76044956,0.34107567,0.86363462,0
SRSF11,15.2197,14.6055,1.042,0.052,0.71855346,0.72307364,0.55841794,0.20613999,0.86383834,0
TBC1D15,5.9118,6.2674,0.943,-0.077,0.518938,0.59621011,0.94902704,0.94552275,0.86410335,0
POU2F1,5.2195,7.0953,0.736,-0.239,0.12454054,0.10296872,0.35012761,0.816179,0.86439008,0
CCNT1,7.9688,8.4645,0.941,-0.081,0.0533237,0.5774601,0.30174732,0.816179,0.86459664,0
CBLL1,15.9612,19.6289,0.813,-0.259,0.0016906,0.0758214,0.1468666,0.88048261,0.86474051,1
MTMR4,14.4948,15.6846,0.924,-0.1,0.03716976,0.49166337,0.07585671,0.26208651,0.86488058,1
LRRN3,3.3409,3.2141,1.039,0.038,0.80772278,0.79338609,0.8982619,0.65123214,0.86557365,0
